time,volume,outflow_rate,liquid.A,liquid.B,derived.reaction_rate_0,derived.sensor_A,derived.sensor_B,sim_time,derived.manipulations
0.0,1.0,0.5,3.54375,0.39375000000000004,0.7875000000000001,3.5122466037710613,0.4217882024126358,0.0,
0.5,1.0,0.5,2.568700744792662,0.5807236938658513,0.5708223877317027,2.6419549765137296,0.5977921004652273,0.5,
1.0,1.0,0.5,1.9182669880752785,0.6486835468521972,0.4262815529056175,1.8963023566655661,0.7098095947925526,1.0,
1.5,1.0,0.5,1.4865634860001276,0.6516863808058287,0.3303474413333617,1.5933813501808132,0.6505459105391992,1.5,
2.0,1.0,0.5,1.2019369814473926,0.6223133390985263,0.26709710698830946,1.2486100832938967,0.6480534855185754,2.0,
2.5,1.0,0.5,1.0158547432745588,0.5796077535766235,0.22574549850545755,1.0496143858709104,0.5786343965004437,2.5,
3.0,1.0,0.5,0.895408437050559,0.5341956415214186,0.198979652677902,0.909831501052754,0.4982249476714008,3.0,
3.5,1.0,0.5,0.8182579002961634,0.4915642756184155,0.18183508895470302,0.7224255671342794,0.4561257064322474,3.5,
4.0,1.0,0.5,0.7692213188373525,0.4541422421401841,0.170938070852745,0.7815943275033913,0.45666827077858324,4.0,
4.5,1.0,0.5,0.7379761124578419,0.42260402743378717,0.16399469165729819,0.7899035630340109,0.40097701687854836,4.5,
5.0,1.0,0.5,0.7175088759090432,0.39667622900967847,0.15944641686867628,0.6918497624057073,0.360102747464231,5.0,
5.5,1.0,0.5,0.703070213481233,0.37562608436628475,0.1562378252180518,0.7257079241833994,0.3711306249960183,5.5,
6.0,1.0,0.5,0.6914696302372744,0.3585495221899663,0.15365991783050542,0.6376241701049449,0.3139997343452373,6.0,
6.5,1.0,0.5,0.6805992056971963,0.3445342756088298,0.1512442679327103,0.6539717001111549,0.34042108841619956,6.5,
7.0,1.0,0.5,0.6691109491858394,0.3327463677272712,0.14869132204129762,0.6953300340577658,0.31072122346168635,7.0,
7.5,1.0,0.5,0.6561971714980105,0.32247057262856565,0.14582159366622457,0.5721516170552645,0.3530490983390984,7.5,
8.0,1.0,0.5,0.6414397191584635,0.3131240093779202,0.1425421598129919,0.6106469340508534,0.29194522788265453,8.0,
8.5,1.0,0.5,0.6247050794812774,0.30425468253135984,0.13882335099583942,0.6990550716650378,0.30385994788279747,8.5,
9.0,1.0,0.5,0.6060699139900939,0.29553211345297475,0.13468220310890974,0.6421740989410604,0.2932418826923389,9.0,
9.5,1.0,0.5,0.585766686735975,0.2867342725048394,0.13017037483021668,0.5091096329393991,0.2920276165859502,9.5,
10.0,1.0,0.5,0.564142513546783,0.27773320588382766,0.12536500301039624,0.5732531465091488,0.2552126096634869,10.0,
10.5,1.0,0.5,0.5416267018514168,0.26848064906302815,0.12036148930031486,0.5403952859920953,0.26067557825531185,10.5,
11.0,1.0,0.5,0.5187040384094747,0.2589942688427683,0.11526756409099437,0.5309449243403154,0.28331781651012217,11.0,
11.5,1.0,0.5,0.4958919568770809,0.2493448079517519,0.11019821263935131,0.5125544785018166,0.24097864549790074,11.5,
12.0,1.0,0.5,0.47372044249472317,0.23964421068544983,0.10527120944327183,0.45313631660288467,0.2320604899961085,12.0,
12.5,1.0,0.5,0.45271401788636917,0.2300347155570173,0.10060311508585983,0.4634241220477847,0.21219385739531488,12.5,
13.0,1.0,0.5,0.43337547673306753,0.2206788674158816,0.09630566149623723,0.3900057375446126,0.23563488727447696,13.0,
13.5,1.0,0.5,0.41617124150778445,0.2117503996183317,0.092482498112841,0.3146545990488604,0.23651455464052565,13.5,
14.0,1.0,0.5,0.4015183518803123,0.20342594992267238,0.08922630041784718,0.38460623900466434,0.1874232994041093,14.0,
14.5,1.0,0.5,0.389773165276582,0.19587759191718007,0.08661625895035156,0.3931978692667451,0.18590356544125092,14.5,
15.0,1.0,0.5,0.3812218865616928,0.1892661813336287,0.08471597479148729,0.3953646107052112,0.1996796266305985,15.0,
15.5,1.0,0.5,0.3760730511865138,0.18373553057650086,0.08357178915255864,0.2983959390598509,0.1762234054541205,15.5,
16.0,1.0,0.5,0.37445207341345466,0.17940743386720395,0.08321157186965661,0.3519742245676848,0.17881515769430675,16.0,
16.5,1.0,0.5,0.37639794426704576,0.1763775692078525,0.08364398761489907,0.3744010964945721,0.191306643616761,16.5,
17.0,1.0,0.5,0.38186212704002415,0.17471230213255873,0.08485825045333871,0.3952226081761487,0.18208865805233593,17.0,
17.5,1.0,0.5,0.3907096549544473,0.17444641048324652,0.08682436776765495,0.4019141977971452,0.15253899738358093,17.5,
18.0,1.0,0.5,0.4027223886969455,0.1755817399398733,0.08949386415487678,0.3928022399797754,0.16554480797035548,18.0,
18.5,1.0,0.5,0.4176043433211236,0.17808678754614093,0.09280096518247193,0.47094567041731084,0.17152018345142034,18.5,
19.0,1.0,0.5,0.43498894640152674,0.1818971958153309,0.0966642103114504,0.468326605050695,0.20238846301188818,19.0,
19.5,1.0,0.5,0.4544480440283689,0.18691712397576138,0.10098845422852643,0.3840663722936622,0.20131019116446913,19.5,
20.0,1.0,0.5,0.4755024297191491,0.19302144628394868,0.10566720660425535,0.38157932783767007,0.18781645041651668,20.0,
20.5,1.0,0.5,0.4976336348530874,0.200058710807749,0.11058525218957499,0.5318644740253223,0.21560804310268006,20.5,
